"date","Current_Reported_Infected_Mean","Current_Reported_Infected_Upper_CI","Current_Reported_Infected_Lower_CI","Current_Unreported_Infected_Mean","Current_Unreported_Infected_Upper_CI","Current_Unreported_Infected_Lower_CI","Total_Current_Cases_Mean","Total_Current_Cases_Upper_CI","Total_Current_Cases_Lower_CI","Cum_Reported_Cases_Mean","Cum_Reported_Cases_Upper_CI","Cum_Reported_Cases_Lower_CI","Cum_Unreported_Cases_Mean","Cum_Unreported_Cases_Upper_CI","Cum_Unreported_Cases_Lower_CI","Total_Cum_Cases_Mean","Total_Cum_Cases_Upper_CI","Total_Cum_Cases_Lower_CI","Total_Reported_Deceased_Mean","Total_Reported_Deceased_Upper_CI","Total_Reported_Deceased_Lower_CI","Total_Unreported_Deceased_Mean","Total_Unreported_Deceased_Upper_CI","Total_Unreported_Deceased_Lower_CI","Total_Deceased_Mean","Total_Deceased_Upper_CI","Total_Deceased_Lower_CI","place"
2020-11-19,960141,995007,927345,3479178,3603959,3350714,4439319,4598966,4278059,9440461,9816406,9084737,56141827,58400702,53843380,65582288,68217108,62928117,144587,150562,139114,270643,280994,259848,415230,431556,398962,"India"
2020-11-20,950918,985153,918613,3446086,3569466,3319074,4397004,4554619,4237687,9484851,9862181,9127812,56395947,58666021,54087838,65880798,68528202,63215650,145503,151498,139999,272300,282732,261490,417803,434230,401489,"India"
2020-11-21,941785,975734,910203,3413279,3535993,3288376,4355064,4511727,4198579,9528811,9907668,9170391,56647551,58928626,54330876,66176362,68836294,63501267,146412,152453,140849,273942,284414,263067,420354,436867,403916,"India"
2020-11-22,932761,966143,901900,3380689,3502483,3256827,4313450,4468626,4158727,9572353,9952448,9212961,56896633,59188441,54570303,66468986,69140889,63783264,147311,153371,141720,275565,286086,264650,422876,439457,406370,"India"
2020-11-23,923796,956492,893404,3348440,3468914,3226177,4272236,4425406,4119581,9615456,9996687,9255350,57143305,59444752,54808556,66758761,69441439,64063906,148203,154297,142567,277179,287755,266200,425382,442052,408767,"India"
2020-11-24,914897,947583,884684,3316484,3435248,3195128,4231381,4382831,4079812,9658123,10041162,9296668,57387529,59699031,55044274,67045652,69740193,64340942,149085,155176,143438,278776,289412,267735,427861,444588,411173,"India"
2020-11-25,906097,938285,876485,3284804,3402036,3164902,4190901,4340321,4041387,9700383,10084560,9337885,57629324,59951263,55277579,67329707,70035823,64615464,149960,156075,144238,280357,291029,269259,430317,447104,413497,"India"
2020-11-26,897384,929175,868408,3253482,3369171,3134855,4150866,4298346,4003263,9742231,10127800,9378999,57868816,60199753,55508175,67611047,70327553,64887174,150825,156996,145043,281920,292688,270775,432745,449684,415818,"India"
2020-11-27,888780,920383,860070,3222395,3336646,3106159,4111175,4257029,3966229,9783685,10170637,9419163,58105914,60446455,55738086,67889599,70617092,65157249,151681,157893,145862,283474,294316,272302,435155,452209,418164,"India"
2020-11-28,880230,911205,851502,3191608,3304457,3076614,4071838,4215662,3928116,9824707,10212664,9458925,58340721,60691392,55964534,68165428,70904056,65423459,152528,158763,146703,285012,295898,273812,437540,454661,420515,"India"
2020-11-29,871747,902606,843178,3161077,3273695,3047230,4032824,4176301,3890408,9865325,10255111,9498052,58573169,60934513,56189274,68438494,71189624,65687326,153371,159638,147514,286536,297483,275275,439907,457121,422789,"India"
2020-11-30,863326,893922,834705,3130826,3242819,3018559,3994152,4136741,3853264,9905548,10296981,9536678,58803334,61175389,56411854,68708882,71472370,65948532,154202,160559,148336,288045,299081,276709,442247,459640,425045,"India"
2020-12-01,854993,885012,826584,3100886,3212191,2989319,3955879,4097203,3815903,9945367,10337804,9575402,59031251,61413540,56631257,68976618,71751344,66206659,155026,161435,149150,289539,300659,278125,444565,462094,427275,"India"
2020-12-02,846739,876502,818458,3071175,3182242,2960951,3917914,4058744,3779409,9984807,10378643,9613911,59256908,61649532,56849395,69241715,72028175,66463306,155841,162278,149968,291019,302218,279545,446860,464496,429513,"India"
2020-12-03,838581,867952,810596,3041716,3152377,2932438,3880297,4020329,3743034,10023847,10418755,9651584,59480308,61883016,57064729,69504155,72301771,66716313,156650,163131,150765,292487,303724,280961,449137,466855,431726,"India"
2020-12-04,830479,859516,802605,3012545,3122200,2904726,3843024,3981716,3707331,10062500,10458302,9689207,59701539,62113347,57278475,69764039,72571649,66967682,157451,163962,151541,293941,305221,282335,451392,469183,433876,"India"
2020-12-05,822460,851157,795213,2983641,3092287,2877256,3806101,3943444,3672469,10100782,10497685,9726798,59920576,62341977,57490347,70021358,72839662,67217145,158242,164781,152256,295379,306710,283746,453621,471491,436002,"India"
2020-12-06,814527,842757,787735,2954960,3062785,2849493,3769487,3905542,3637228,10138685,10536549,9763677,60137447,62567896,57699868,70276132,73104445,67463545,159027,165576,152986,296807,308196,285113,455834,473772,438099,"India"
2020-12-07,806632,834576,780411,2926570,3033302,2822925,3733202,3867878,3603336,10176206,10575266,9800581,60352172,62788589,57908029,70528378,73363855,67708610,159806,166354,153774,298218,309627,286518,458024,475981,440292,"India"
2020-12-08,798813,826504,772920,2898436,3003963,2795652,3697249,3830467,3568572,10213340,10613441,9836636,60564801,63007061,58113251,70778141,73620502,67949887,160576,167139,154541,299613,311078,287838,460189,478217,442379,"India"
2020-12-09,791095,818654,765389,2870493,2974496,2768499,3661588,3793150,3533888,10250124,10651613,9872158,60775252,63224198,58316202,71025376,73875811,68188360,161339,167907,155258,300997,312504,289173,462336,480411,444431,"India"
2020-12-10,783448,810526,758086,2842876,2946279,2741419,3626324,3756805,3499505,10286557,10689412,9907576,60983655,63439485,58516545,71270212,74128897,68424121,162095,168691,155965,302370,313912,290523,464465,482603,446488,"India"
2020-12-11,775847,802351,750554,2815510,2917583,2715716,3591357,3719934,3466270,10322610,10726369,9942323,61189982,63652230,58716365,71512592,74378599,68658688,162844,169464,156721,303731,315336,291818,466575,484800,448539,"India"
2020-12-12,768320,794826,743381,2788379,2890036,2689003,3556699,3684862,3432384,10358307,10763701,9977056,61394292,63862908,58913839,71752599,74626609,68890895,163584,170267,157453,305078,316739,293123,468662,487006,450576,"India"
2020-12-13,760893,787197,736182,2761450,2861420,2663199,3522343,3648617,3399381,10393663,10800458,10011382,61596553,64071178,59109441,71990216,74871636,69120823,164318,170993,158163,306416,318139,294376,470734,489132,452539,"India"
2020-12-14,753520,779437,728803,2734835,2833860,2636876,3488355,3613297,3365679,10428656,10836554,10045323,61796824,64276833,59302144,72225480,75113387,69347467,165043,171747,158877,307738,319495,295660,472781,491242,454537,"India"
2020-12-15,746208,771822,721869,2708403,2806388,2610880,3454611,3578210,3332749,10463313,10872456,10079243,61995065,64479043,59493071,72458378,75351499,69572314,165763,172505,159536,309044,320857,296974,474807,493362,456510,"India"
2020-12-16,738992,764350,714992,2682207,2779089,2585519,3421199,3543439,3300511,10497626,10908181,10112520,62191336,64678970,59682984,72688962,75587151,69795504,166476,173234,160212,310343,322167,298235,476819,495401,458447,"India"
2020-12-17,731812,756672,708119,2656303,2752244,2560811,3388115,3508916,3268930,10531591,10943067,10145309,62385694,64877107,59871129,72917285,75820174,70016438,167181,173969,160881,311627,323447,299451,478808,497416,460332,"India"
2020-12-18,724707,749401,701313,2630588,2724755,2536690,3355295,3474156,3238003,10565213,10978154,10178049,62578057,65072305,60058213,73143270,76050459,70236262,167881,174684,161587,312902,324746,300648,480783,499430,462235,"India"
2020-12-19,717660,742044,694498,2605151,2698207,2512427,3322811,3440251,3206925,10598501,11012416,10210321,62768565,65267033,60242587,73367066,76279449,70452908,168573,175384,162291,314162,326027,301882,482735,501411,464173,"India"
2020-12-20,710690,734774,687833,2579893,2672104,2488621,3290583,3406878,3176454,10631467,11046363,10242454,62957158,65459486,60424748,73588625,76505849,70667202,169259,176079,162973,315410,327296,303080,484669,503375,466053,"India"
2020-12-21,703772,727472,681187,2554866,2645329,2464351,3258638,3372801,3145538,10664091,11079821,10274250,63143866,65648455,60604707,73807957,76728276,70878957,169938,176766,163648,316649,328542,304264,486587,505308,467912,"India"
2020-12-22,696929,720302,674829,2530094,2619601,2439975,3227023,3339903,3114804,10696390,11113066,10305895,63328713,65836735,60782694,74025103,76949801,71088589,170609,177483,164294,317876,329833,305386,488485,507316,469680,"India"
2020-12-23,690139,713402,667832,2505572,2594528,2416756,3195711,3307930,3084588,10728370,11146061,10336243,63511708,66023104,60960106,74240078,77169165,71296349,171274,178175,164936,319090,331041,306590,490364,509216,471526,"India"
2020-12-24,683404,706400,661396,2481198,2569931,2392898,3164602,3276331,3054294,10760026,11178653,10367039,63692863,66208597,61135507,74452889,77387250,71502546,171933,178844,165564,320294,332259,307757,492227,511103,473321,"India"
2020-12-25,676754,699741,654984,2457128,2544821,2369067,3133882,3244562,3024051,10791371,11211051,10397051,63872219,66391184,61308199,74663590,77602235,71705250,172587,179509,166228,321483,333488,308915,494070,512997,475143,"India"
2020-12-26,670150,692991,648588,2433284,2519861,2345658,3103434,3212852,2994246,10822403,11243117,10427001,64049791,66573665,61479180,74872194,77816782,71906181,173233,180181,166856,322663,334696,310060,495896,514877,476916,"India"
2020-12-27,663605,686015,642444,2409636,2495442,2322806,3073241,3181457,2965250,10853116,11274390,10457068,64225595,66754930,61649330,75078711,78029320,72106398,173871,180853,167444,323829,335895,311191,497700,516748,478635,"India"
2020-12-28,657142,679180,635906,2386184,2470944,2300140,3043326,3150124,2936046,10883540,11305635,10486294,64399621,66934675,61817618,75283161,78240310,72303912,174505,181531,168056,324984,337140,312329,499489,518671,480385,"India"
2020-12-29,650735,672747,629804,2362947,2447167,2278118,3013682,3119914,2907922,10913650,11336692,10515582,64571892,67113253,61984594,75485542,78449945,72500176,175132,182180,168646,326127,338318,313453,501259,520498,482099,"India"
2020-12-30,644369,666304,623488,2339910,2423161,2255970,2984279,3089465,2879458,10943449,11367359,10544596,64742425,67290007,62150071,75685874,78657366,72694667,175754,182831,169284,327262,339483,314541,503016,522314,483825,"India"
2020-12-31,638085,659745,617312,2317099,2400313,2234551,2955184,3060058,2851863,10972972,11397688,10572763,64911284,67466366,62313391,75884256,78864054,72886154,176370,183467,169869,328386,340600,315635,504756,524067,485504,"India"
2021-01-01,631857,653389,611164,2294486,2377317,2212358,2926343,3030706,2823522,11002189,11427510,10601051,65078438,67639793,62475624,76080627,79067303,73076675,176978,184093,170471,329498,341759,316692,506476,525852,487163,"India"
2021-01-02,625671,647015,604951,2272099,2354155,2190531,2897770,3001170,2795482,11031096,11457038,10628882,65243903,67810725,62635549,76274999,79267763,73264431,177581,184704,171052,330599,342887,317739,508180,527591,488791,"India"
2021-01-03,619544,640726,599286,2249889,2331618,2169759,2869433,2972344,2769045,11059718,11486430,10656984,65407691,67981394,62795285,76467409,79467824,73452269,178178,185331,171640,331687,343962,318778,509865,529293,490418,"India"
2021-01-04,613467,634181,593691,2227932,2308997,2148395,2841399,2943178,2742086,11088049,11515264,10684563,65569857,68149555,62951888,76657906,79664819,73636451,178770,185931,172227,332765,345098,319834,511535,531029,492061,"India"
2021-01-05,607479,628043,587632,2206179,2286832,2127235,2813658,2914875,2714867,11116110,11544052,10711742,65730385,68315774,63106924,76846495,79859826,73818666,179357,186533,172806,333834,346191,320876,513191,532724,493682,"India"
2021-01-06,601526,621804,581976,2184605,2264772,2106556,2786131,2886576,2688532,11143874,11572763,10738728,65889290,68481018,63261366,77033164,80053781,74000094,179936,187152,173381,334894,347292,321874,514830,534444,495255,"India"
2021-01-07,595642,615466,576251,2163262,2242588,2086185,2758904,2858054,2662436,11171361,11600827,10765576,66046608,68643953,63414296,77217969,80244780,74179872,180511,187760,173912,335944,348369,322882,516455,536129,496794,"India"
2021-01-08,589798,609456,570471,2142085,2220965,2065837,2731883,2830421,2636308,11198563,11628800,10792013,66202298,68805499,63565215,77400861,80434299,74357228,181080,188357,174475,336983,349429,323886,518063,537786,498361,"India"
2021-01-09,584020,603830,564836,2121114,2199631,2045555,2705134,2803461,2610391,11225504,11656851,10818150,66356427,68965132,63715282,77581931,80621983,74533432,181641,188922,175005,338012,350493,324877,519653,539415,499882,"India"
2021-01-10,578297,597808,559148,2100316,2178675,2025984,2678613,2776483,2585132,11252180,11684224,10843966,66509001,69122724,63863835,77761181,80806948,74707801,182200,189503,175534,339029,351553,325876,521229,541056,501410,"India"
2021-01-11,572620,591905,553649,2079723,2157610,2005800,2652343,2749515,2559449,11278572,11711396,10869661,66660055,69277953,64010079,77938627,80989349,74879740,182753,190076,176079,340039,352591,326876,522792,542667,502955,"India"
2021-01-12,566996,586111,548406,2059329,2136598,1986629,2626325,2722709,2535035,11304706,11738340,10895071,66809594,69430842,64155031,78114300,81169182,75050102,183301,190613,176625,341039,353624,327814,524340,544237,504439,"India"
2021-01-13,561413,580210,542828,2039122,2116387,1967324,2600535,2696597,2510152,11330567,11764686,10919975,66957604,69583487,64298844,78288171,81348173,75218819,183845,191144,177171,342028,354622,328757,525873,545766,505928,"India"
2021-01-14,555885,574757,537496,2019080,2095668,1948037,2574965,2670425,2485533,11356162,11791113,10944870,67104088,69733837,64440972,78460250,81524950,75385842,184382,191714,177704,343008,355660,329695,527390,547374,507399,"India"
2021-01-15,550433,569060,532229,1999249,2075648,1929004,2549682,2644708,2461233,11381513,11816876,10969522,67249098,69883585,64581489,78630611,81700461,75551011,184911,192252,178215,343979,356642,330626,528890,548894,508841,"India"
2021-01-16,545018,563522,527038,1979602,2055704,1910774,2524620,2619226,2437812,11406602,11842669,10994122,67392630,70031052,64721445,78799232,81873721,75715567,185438,192820,178731,344939,357653,331502,530377,550473,510233,"India"
2021-01-17,539642,558074,521746,1960126,2035246,1891440,2499768,2593320,2413186,11431424,11868023,11018151,67534726,70176649,64858517,78966150,82044672,75876668,185959,193331,179234,345888,358613,332400,531847,551944,511634,"India"
2021-01-18,534341,552722,516328,1940857,2015549,1872739,2475198,2568271,2389067,11456007,11893440,11041500,67675380,70321052,64994624,79131387,82214492,76036124,186473,193884,179752,346830,359574,333299,533303,553458,513051,"India"
2021-01-19,529084,547408,511413,1921717,1995731,1854276,2450801,2543139,2365689,11480348,11918593,11065275,67814585,70463280,65129891,79294933,82381873,76195166,186984,194412,180246,347764,360536,334173,534748,554948,514419,"India"
2021-01-20,523885,542084,506347,1902794,1975882,1835770,2426679,2517966,2342117,11504442,11943545,11088636,67952402,70604351,65263534,79456844,82547896,76352170,187487,194928,180728,348688,361521,335061,536175,556449,515789,"India"
2021-01-21,518709,536861,500954,1884064,1955937,1817261,2402773,2492798,2318215,11528282,11968131,11111484,68088805,70743128,65395309,79617087,82711259,76506793,187989,195471,181221,349604,362507,335916,537593,557978,517137,"India"
2021-01-22,513612,531676,496000,1865409,1936656,1798577,2379021,2468332,2294577,11551899,11992172,11134563,68223794,70880891,65525863,79775693,82873063,76660426,188484,195958,181692,350507,363421,336803,538991,559379,518495,"India"
2021-01-23,508548,526318,491226,1847038,1918128,1780536,2355586,2444446,2271762,11575266,12015676,11157406,68357470,71018243,65655512,79932736,83033919,76812918,188974,196434,182203,351404,364368,337660,540378,560802,519863,"India"
